FID,FID_BCHFWe,Well_ID,LATITUDE,LONGITUDE,FID_Unconv,NAME,SHAPEAREA,OBJECTID,RASTERVALU
110,3200,3201.000000000000000,55.187883999999997,-120.225223000000000,0,Montney Basin,26607264166.200000762939453,4,3557.5200195
111,3159,3160.000000000000000,55.188518999999999,-120.149782000000002,0,Montney Basin,26607264166.200000762939453,4,3608.9099121
112,3890,3891.000000000000000,55.188549999999999,-120.120153000000002,0,Montney Basin,26607264166.200000762939453,4,3562.1398926
113,3153,3154.000000000000000,55.188647000000003,-120.134597999999997,0,Montney Basin,26607264166.200000762939453,4,3562.1398926
114,3891,3892.000000000000000,55.188924000000000,-120.105937999999995,0,Montney Basin,26607264166.200000762939453,4,3521.1799316
115,3873,3874.000000000000000,55.189368999999999,-120.328452999999996,0,Montney Basin,26607264166.200000762939453,4,3557.6298828
116,3833,3834.000000000000000,55.190416999999997,-120.255432999999996,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
117,2566,2567.000000000000000,55.193317000000000,-120.260165999999998,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
118,1966,1967.000000000000000,55.193952000000003,-120.169939999999997,0,Montney Basin,26607264166.200000762939453,4,3587.0200195
119,2567,2568.000000000000000,55.194001999999998,-120.274691000000004,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
120,1972,1973.000000000000000,55.194671000000000,-120.178577000000004,0,Montney Basin,26607264166.200000762939453,4,3587.0200195
121,1948,1949.000000000000000,55.194901999999999,-120.264397000000002,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
122,2559,2560.000000000000000,55.195377000000001,-120.138278000000000,0,Montney Basin,26607264166.200000762939453,4,3562.1398926
123,3938,3939.000000000000000,55.195894000000003,-120.218599999999995,0,Montney Basin,26607264166.200000762939453,4,3557.5200195
124,5582,5583.000000000000000,55.196485000000003,-120.218404000000007,0,Montney Basin,26607264166.200000762939453,4,3557.5200195
125,3224,3225.000000000000000,55.196686000000000,-120.133058000000005,0,Montney Basin,26607264166.200000762939453,4,3562.1398926
126,3225,3226.000000000000000,55.196686000000000,-120.133058000000005,0,Montney Basin,26607264166.200000762939453,4,3562.1398926
127,3281,3282.000000000000000,55.197079000000002,-120.108717999999996,0,Montney Basin,26607264166.200000762939453,4,3521.1799316
128,3932,3933.000000000000000,55.197432999999997,-120.318394999999995,0,Montney Basin,26607264166.200000762939453,4,3547.8798828
129,3918,3919.000000000000000,55.198943999999997,-120.168563000000006,0,Montney Basin,26607264166.200000762939453,4,3587.0200195
130,3919,3920.000000000000000,55.198943999999997,-120.168563000000006,0,Montney Basin,26607264166.200000762939453,4,3587.0200195
131,3906,3907.000000000000000,55.199790999999998,-120.264913000000007,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
132,2008,2009.000000000000000,55.202137999999998,-120.253476000000006,0,Montney Basin,26607264166.200000762939453,4,3558.2800293
133,3238,3239.000000000000000,55.202426000000003,-120.266234999999995,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
134,2013,2014.000000000000000,55.202430999999997,-120.266237000000004,0,Montney Basin,26607264166.200000762939453,4,3549.4299316
135,2055,2056.000000000000000,55.202962999999997,-120.326588999999998,0,Montney Basin,26607264166.200000762939453,4,3557.6298828
136,2035,2036.000000000000000,55.203681000000003,-120.043760000000006,0,Montney Basin,26607264166.200000762939453,4,3452.8500977
137,3968,3969.000000000000000,55.205140000000000,-120.144700000000000,0,Montney Basin,26607264166.200000762939453,4,3608.9099121
138,3337,3338.000000000000000,55.205258000000001,-120.073396000000002,0,Montney Basin,26607264166.200000762939453,4,3493.3798828
139,3354,3355.000000000000000,55.205350000000003,-120.096013999999997,0,Montney Basin,26607264166.200000762939453,4,3493.3798828
140,3355,3356.000000000000000,55.205350000000003,-120.096013999999997,0,Montney Basin,26607264166.200000762939453,4,3493.3798828
141,3987,3988.000000000000000,55.205419999999997,-120.044934999999995,0,Montney Basin,26607264166.200000762939453,4,3452.8500977
142,3332,3333.000000000000000,55.206246999999998,-120.182997000000000,0,Montney Basin,26607264166.200000762939453,4,3587.0200195
143,3333,3334.000000000000000,55.207281999999999,-120.172746000000004,0,Montney Basin,26607264166.200000762939453,4,3540.6398926
144,2082,2083.000000000000000,55.209260000000000,-120.268092999999993,0,Montney Basin,26607264166.200000762939453,4,3554.8400879
145,2102,2103.000000000000000,55.209757000000003,-120.179885999999996,0,Montney Basin,26607264166.200000762939453,4,3540.6398926
146,2681,2682.000000000000000,55.209809000000000,-120.134996999999998,0,Montney Basin,26607264166.200000762939453,4,3497.1000977
147,2749,2750.000000000000000,55.211295999999997,-120.358485000000002,0,Montney Basin,26607264166.200000762939453,4,3603.1799316
148,2713,2714.000000000000000,55.211444999999998,-120.308884000000006,0,Montney Basin,26607264166.200000762939453,4,3549.9399414
149,2095,2096.000000000000000,55.211447999999997,-120.169342999999998,0,Montney Basin,26607264166.200000762939453,4,3540.6398926
150,2703,2704.000000000000000,55.212077000000001,-120.045306999999994,0,Montney Basin,26607264166.200000762939453,4,3410.6298828
151,3432,3433.000000000000000,55.214072999999999,-120.122290000000007,0,Montney Basin,26607264166.200000762939453,4,3497.1000977
152,4033,4034.000000000000000,55.214849999999998,-120.139009999999999,0,Montney Basin,26607264166.200000762939453,4,3497.1000977
153,4034,4035.000000000000000,55.215885000000000,-120.268187999999995,0,Montney Basin,26607264166.200000762939453,4,3554.8400879
154,2770,2771.000000000000000,55.218387000000000,-120.159364999999994,0,Montney Basin,26607264166.200000762939453,4,3529.4499512
155,2800,2801.000000000000000,55.219659999999998,-120.359729999999999,0,Montney Basin,26607264166.200000762939453,4,3603.1799316
156,2765,2766.000000000000000,55.220567000000003,-120.274602999999999,0,Montney Basin,26607264166.200000762939453,4,3554.8400879
157,3469,3470.000000000000000,55.221103999999997,-120.195825999999997,0,Montney Basin,26607264166.200000762939453,4,3551.8500977
158,4095,4096.000000000000000,55.221524000000002,-120.379918000000004,0,Montney Basin,26607264166.200000762939453,4,3620.3400879
159,3463,3464.000000000000000,55.221724000000002,-120.182862999999998,0,Montney Basin,26607264166.200000762939453,4,3540.6398926
160,3464,3465.000000000000000,55.222155000000001,-120.174124000000006,0,Montney Basin,26607264166.200000762939453,4,3540.6398926
161,4139,4140.000000000000000,55.223891999999999,-120.343621999999996,0,Montney Basin,26607264166.200000762939453,4,3569.5100098
162,4140,4141.000000000000000,55.223891999999999,-120.343621999999996,0,Montney Basin,26607264166.200000762939453,4,3569.5100098
163,4141,4142.000000000000000,55.223891999999999,-120.343621999999996,0,Montney Basin,26607264166.200000762939453,4,3569.5100098
164,4142,4143.000000000000000,55.223891999999999,-120.343621999999996,0,Montney Basin,26607264166.200000762939453,4,3569.5100098
165,4143,4144.000000000000000,55.223891999999999,-120.343621999999996,0,Montney Basin,26607264166.200000762939453,4,3569.5100098
166,2853,2854.000000000000000,55.225330999999997,-120.309560000000005,0,Montney Basin,26607264166.200000762939453,4,3549.9399414
167,2838,2839.000000000000000,55.225608999999999,-120.295921000000007,0,Montney Basin,26607264166.200000762939453,4,3549.6799316
168,2822,2823.000000000000000,55.227153999999999,-120.021264000000002,0,Montney Basin,26607264166.200000762939453,4,3401.8200684
169,2817,2818.000000000000000,55.227395000000001,-120.259486999999993,0,Montney Basin,26607264166.200000762939453,4,3554.8400879
170,2247,2248.000000000000000,55.227398000000001,-120.119962999999998,0,Montney Basin,26607264166.200000762939453,4,3497.1000977
171,2248,2249.000000000000000,55.227398000000001,-120.119962999999998,0,Montney Basin,26607264166.200000762939453,4,3497.1000977
172,2249,2250.000000000000000,55.227398000000001,-120.119962999999998,0,Montney Basin,26607264166.200000762939453,4,3497.1000977
173,2228,2229.000000000000000,55.227521000000003,-120.076761000000005,0,Montney Basin,26607264166.200000762939453,4,3443.9499512
174,2862,2863.000000000000000,55.227649999999997,-120.197991000000002,0,Montney Basin,26607264166.200000762939453,4,3551.8500977
175,2894,2895.000000000000000,55.227822000000003,-120.374234000000001,0,Montney Basin,26607264166.200000762939453,4,3620.3400879
176,2192,2193.000000000000000,55.228019000000003,-120.143681999999998,0,Montney Basin,26607264166.200000762939453,4,3529.4499512
177,2193,2194.000000000000000,55.228022000000003,-120.143359000000004,0,Montney Basin,26607264166.200000762939453,4,3529.4499512
178,4206,4207.000000000000000,55.228026000000000,-120.094155000000001,0,Montney Basin,26607264166.200000762939453,4,3443.9499512
179,2216,2217.000000000000000,55.229019999999998,-120.428479999999993,0,Montney Basin,26607264166.200000762939453,4,3588.0400391
180,3503,3504.000000000000000,55.229686999999998,-120.174267000000000,0,Montney Basin,26607264166.200000762939453,4,3514.1799316
181,3540,3541.000000000000000,55.230182999999997,-120.359611999999998,0,Montney Basin,26607264166.200000762939453,4,3650.6699219
182,3504,3505.000000000000000,55.230562999999997,-120.174059999999997,0,Montney Basin,26607264166.200000762939453,4,3514.1799316
183,3534,3535.000000000000000,55.230803999999999,-120.224045000000004,0,Montney Basin,26607264166.200000762939453,4,3546.1201172
184,3533,3534.000000000000000,55.231583999999998,-120.095855999999998,0,Montney Basin,26607264166.200000762939453,4,3391.6000977
185,3516,3517.000000000000000,55.232218000000003,-120.075767999999997,0,Montney Basin,26607264166.200000762939453,4,3391.6000977
186,4190,4191.000000000000000,55.232585999999998,-120.194747000000007,0,Montney Basin,26607264166.200000762939453,4,3558.3100586
187,2280,2281.000000000000000,55.234099999999998,-120.068966000000003,0,Montney Basin,26607264166.200000762939453,4,3393.9499512
188,2940,2941.000000000000000,55.236058000000000,-120.236014999999995,0,Montney Basin,26607264166.200000762939453,4,3547.1000977
189,3627,3628.000000000000000,55.237929999999999,-120.359605000000002,0,Montney Basin,26607264166.200000762939453,4,3650.6699219
190,4266,4267.000000000000000,55.238835999999999,-120.204459000000000,0,Montney Basin,26607264166.200000762939453,4,3558.3100586
191,3576,3577.000000000000000,55.238855000000001,-120.171571999999998,0,Montney Basin,26607264166.200000762939453,4,3514.1799316
192,4232,4233.000000000000000,55.238878000000000,-120.143144000000007,0,Montney Basin,26607264166.200000762939453,4,3472.5600586
193,4262,4263.000000000000000,55.240239000000003,-120.443061000000000,0,Montney Basin,26607264166.200000762939453,4,3572.4099121
194,2999,3000.000000000000000,55.243453000000002,-120.073751999999999,0,Montney Basin,26607264166.200000762939453,4,3391.6000977
195,3021,3022.000000000000000,55.244162000000003,-120.113337000000001,0,Montney Basin,26607264166.200000762939453,4,3398.7600098
196,2325,2326.000000000000000,55.244391999999998,-120.030612000000005,0,Montney Basin,26607264166.200000762939453,4,3391.6999512
197,2969,2970.000000000000000,55.244871000000003,-120.147058999999999,0,Montney Basin,26607264166.200000762939453,4,3472.5600586
198,2351,2352.000000000000000,55.245207000000001,-120.193162000000001,0,Montney Basin,26607264166.200000762939453,4,3558.3100586
199,2989,2990.000000000000000,55.245761000000002,-120.184736999999998,0,Montney Basin,26607264166.200000762939453,4,3514.1799316
200,4327,4328.000000000000000,55.246727000000000,-120.066428999999999,0,Montney Basin,26607264166.200000762939453,4,3393.9499512
201,3643,3644.000000000000000,55.247266000000003,-120.023161999999999,0,Montney Basin,26607264166.200000762939453,4,3386.2399902
202,4301,4302.000000000000000,55.249192999999998,-120.032241999999997,0,Montney Basin,26607264166.200000762939453,4,3391.6999512
203,3677,3678.000000000000000,55.249555000000001,-120.113366999999997,0,Montney Basin,26607264166.200000762939453,4,3398.7600098
204,2410,2411.000000000000000,55.250399000000002,-120.200986999999998,0,Montney Basin,26607264166.200000762939453,4,3558.3100586
205,2393,2394.000000000000000,55.250400999999997,-120.038373000000007,0,Montney Basin,26607264166.200000762939453,4,3391.6999512
206,1796,1797.000000000000000,55.250425000000000,-120.194877000000005,0,Montney Basin,26607264166.200000762939453,4,3558.3100586
207,5080,5081.000000000000000,55.251536000000002,-120.140041999999994,0,Montney Basin,26607264166.200000762939453,4,3426.0900879
208,3687,3688.000000000000000,55.251764000000001,-120.256945000000002,0,Montney Basin,26607264166.200000762939453,4,3563.0300293
209,2404,2405.000000000000000,55.251941000000002,-120.059603999999993,0,Montney Basin,26607264166.200000762939453,4,3372.8200684
210,3701,3702.000000000000000,55.255389999999998,-120.280079999999998,0,Montney Basin,26607264166.200000762939453,4,3522.9499512
211,3686,3687.000000000000000,55.255519000000000,-120.253850000000000,0,Montney Basin,26607264166.200000762939453,4,3521.5600586
212,3046,3047.000000000000000,55.255746000000002,-120.286502999999996,0,Montney Basin,26607264166.200000762939453,4,3522.9499512
213,3718,3719.000000000000000,55.255808000000002,-120.307401999999996,0,Montney Basin,26607264166.200000762939453,4,3539.3898926
214,3719,3720.000000000000000,55.255808000000002,-120.307401999999996,0,Montney Basin,26607264166.200000762939453,4,3539.3898926
215,3713,3714.000000000000000,55.256903999999999,-120.052257999999995,0,Montney Basin,26607264166.200000762939453,4,3372.8200684
216,1843,1844.000000000000000,55.258220999999999,-120.043332000000007,0,Montney Basin,26607264166.200000762939453,4,3373.9599609
217,2469,2470.000000000000000,55.259346999999998,-120.207825999999997,0,Montney Basin,26607264166.200000762939453,4,3476.8500977
218,1868,1869.000000000000000,55.261237000000001,-120.201913000000005,0,Montney Basin,26607264166.200000762939453,4,3476.8500977
219,1869,1870.000000000000000,55.261237000000001,-120.201913000000005,0,Montney Basin,26607264166.200000762939453,4,3476.8500977
220,2464,2465.000000000000000,55.261766999999999,-120.075115999999994,0,Montney Basin,26607264166.200000762939453,4,3361.6799316
221,3145,3146.000000000000000,55.262765999999999,-120.376035999999999,0,Montney Basin,26607264166.200000762939453,4,3685.2399902
222,3786,3787.000000000000000,55.264434000000001,-120.178037000000003,0,Montney Basin,26607264166.200000762939453,4,3460.9599609
223,3791,3792.000000000000000,55.265236000000002,-120.067582999999999,0,Montney Basin,26607264166.200000762939453,4,3372.8200684
224,3133,3134.000000000000000,55.265236999999999,-120.208896999999993,0,Montney Basin,26607264166.200000762939453,4,3476.8500977
225,3095,3096.000000000000000,55.265272000000003,-120.135109000000000,0,Montney Basin,26607264166.200000762939453,4,3365.6999512
226,3098,3099.000000000000000,55.265275000000003,-120.025450000000006,0,Montney Basin,26607264166.200000762939453,4,3370.1101074
227,3099,3100.000000000000000,55.265275000000003,-120.025450000000006,0,Montney Basin,26607264166.200000762939453,4,3370.1101074
228,3139,3140.000000000000000,55.265315000000001,-120.109170000000006,0,Montney Basin,26607264166.200000762939453,4,3342.6699219
