FID,FID_BCHFWe,Well_ID,LATITUDE,LONGITUDE,FID_Unconv,NAME,SHAPEAREA,OBJECTID,RASTERVALU
584,1935,1936.000000000000000,55.528955000000003,-120.006168000000002,0,Montney Basin,26607264166.200000762939453,4,2685.2800293
585,3227,3228.000000000000000,55.528973000000001,-120.773227000000006,0,Montney Basin,26607264166.200000762939453,4,2746.3601074
586,3250,3251.000000000000000,55.529330000000002,-120.559385000000006,0,Montney Basin,26607264166.200000762939453,4,2933.6599121
587,3219,3220.000000000000000,55.529887000000002,-120.138489000000007,0,Montney Basin,26607264166.200000762939453,4,2767.8798828
588,5416,5417.000000000000000,55.530521999999998,-120.072275000000005,0,Montney Basin,26607264166.200000762939453,4,2722.4799805
589,3915,3916.000000000000000,55.530532999999998,-120.165885000000003,0,Montney Basin,26607264166.200000762939453,4,2809.2399902
590,3939,3940.000000000000000,55.530577999999998,-120.854508999999993,0,Montney Basin,26607264166.200000762939453,4,2723.7900391
591,3257,3258.000000000000000,55.530966999999997,-120.071250000000006,0,Montney Basin,26607264166.200000762939453,4,2722.4799805
592,3900,3901.000000000000000,55.531024000000002,-120.004239999999996,0,Montney Basin,26607264166.200000762939453,4,2674.4699707
593,3943,3944.000000000000000,55.531115000000000,-120.114305000000002,0,Montney Basin,26607264166.200000762939453,4,2758.7600098
594,3285,3286.000000000000000,55.531123999999998,-120.998300999999998,0,Montney Basin,26607264166.200000762939453,4,2785.9299316
595,3904,3905.000000000000000,55.531970000000001,-120.139820000000000,0,Montney Basin,26607264166.200000762939453,4,2767.8798828
596,3936,3937.000000000000000,55.532280000000000,-120.841761000000005,0,Montney Basin,26607264166.200000762939453,4,2725.0900879
597,2611,2612.000000000000000,55.533793000000003,-120.137795999999994,0,Montney Basin,26607264166.200000762939453,4,2767.8798828
598,2060,2061.000000000000000,55.533807000000003,-120.107168999999999,0,Montney Basin,26607264166.200000762939453,4,2758.7600098
599,2617,2618.000000000000000,55.533875999999999,-120.772920999999997,0,Montney Basin,26607264166.200000762939453,4,2746.3601074
600,2004,2005.000000000000000,55.534548000000001,-120.006607000000002,0,Montney Basin,26607264166.200000762939453,4,2685.2800293
601,2025,2026.000000000000000,55.535400000000003,-120.039109999999994,0,Montney Basin,26607264166.200000762939453,4,2698.0300293
602,2039,2040.000000000000000,55.535798000000000,-120.179034000000001,0,Montney Basin,26607264166.200000762939453,4,2809.2399902
603,2634,2635.000000000000000,55.536141999999998,-121.061729000000000,0,Montney Basin,26607264166.200000762939453,4,2797.9099121
604,2047,2048.000000000000000,55.536960000000001,-120.943365000000000,0,Montney Basin,26607264166.200000762939453,4,2777.1799316
605,5437,5438.000000000000000,55.537550000000003,-120.101213000000001,0,Montney Basin,26607264166.200000762939453,4,2758.7600098
606,3979,3980.000000000000000,55.537770999999999,-120.541809000000001,0,Montney Basin,26607264166.200000762939453,4,2961.0400391
607,5424,5425.000000000000000,55.537790000000001,-120.147058999999999,0,Montney Basin,26607264166.200000762939453,4,2799.8200684
608,3349,3350.000000000000000,55.537942000000001,-120.100694000000004,0,Montney Basin,26607264166.200000762939453,4,2758.7600098
609,3350,3351.000000000000000,55.537942000000001,-120.100694000000004,0,Montney Basin,26607264166.200000762939453,4,2758.7600098
610,3352,3353.000000000000000,55.537993999999998,-120.850938999999997,0,Montney Basin,26607264166.200000762939453,4,2723.7900391
611,3960,3961.000000000000000,55.538345000000000,-121.015292000000002,0,Montney Basin,26607264166.200000762939453,4,2789.5700684
612,3344,3345.000000000000000,55.538383000000003,-120.837885999999997,0,Montney Basin,26607264166.200000762939453,4,2725.0900879
613,3358,3359.000000000000000,55.538964999999997,-120.107906000000000,0,Montney Basin,26607264166.200000762939453,4,2758.7600098
614,3325,3326.000000000000000,55.539493999999998,-121.058756000000002,0,Montney Basin,26607264166.200000762939453,4,2797.9099121
615,3310,3311.000000000000000,55.539558999999997,-120.035302000000001,0,Montney Basin,26607264166.200000762939453,4,2698.0300293
616,3292,3293.000000000000000,55.539586000000000,-120.138593000000000,0,Montney Basin,26607264166.200000762939453,4,2767.8798828
617,3304,3305.000000000000000,55.539713999999996,-120.149992999999995,0,Montney Basin,26607264166.200000762939453,4,2799.8200684
618,3342,3343.000000000000000,55.539910999999996,-120.084352999999993,0,Montney Basin,26607264166.200000762939453,4,2755.4499512
619,3952,3953.000000000000000,55.540132999999997,-120.005955999999998,0,Montney Basin,26607264166.200000762939453,4,2685.2800293
620,5588,5589.000000000000000,55.540291000000003,-120.140628000000007,0,Montney Basin,26607264166.200000762939453,4,2767.8798828
621,3963,3964.000000000000000,55.540416999999998,-120.140964999999994,0,Montney Basin,26607264166.200000762939453,4,2767.8798828
622,5434,5435.000000000000000,55.540700000000001,-120.085632000000004,0,Montney Basin,26607264166.200000762939453,4,2755.4499512
623,3955,3956.000000000000000,55.540747000000003,-120.877835000000005,0,Montney Basin,26607264166.200000762939453,4,2740.5100098
624,3291,3292.000000000000000,55.541189000000003,-121.011398999999997,0,Montney Basin,26607264166.200000762939453,4,2789.5700684
625,2716,2717.000000000000000,55.542484999999999,-120.076141000000007,0,Montney Basin,26607264166.200000762939453,4,2755.4499512
626,2708,2709.000000000000000,55.542580000000001,-120.186823000000004,0,Montney Basin,26607264166.200000762939453,4,2809.2399902
627,2083,2084.000000000000000,55.542814000000000,-120.028755000000004,0,Montney Basin,26607264166.200000762939453,4,2698.0300293
628,2069,2070.000000000000000,55.542876999999997,-120.005545999999995,0,Montney Basin,26607264166.200000762939453,4,2685.2800293
629,2112,2113.000000000000000,55.543343999999998,-120.077222000000006,0,Montney Basin,26607264166.200000762939453,4,2755.4499512
630,2734,2735.000000000000000,55.543498000000000,-120.222444999999993,0,Montney Basin,26607264166.200000762939453,4,2875.7399902
631,5157,5158.000000000000000,55.543664000000000,-120.216302999999996,0,Montney Basin,26607264166.200000762939453,4,2875.7399902
632,2074,2075.000000000000000,55.544103999999997,-120.141857999999999,0,Montney Basin,26607264166.200000762939453,4,2799.8200684
633,2706,2707.000000000000000,55.544528999999997,-120.058015999999995,0,Montney Basin,26607264166.200000762939453,4,2722.4799805
634,2105,2106.000000000000000,55.545091999999997,-120.190849999999998,0,Montney Basin,26607264166.200000762939453,4,2825.6699219
635,2117,2118.000000000000000,55.545127000000001,-120.215072000000006,0,Montney Basin,26607264166.200000762939453,4,2875.7399902
636,3406,3407.000000000000000,55.545969999999997,-120.214560000000006,0,Montney Basin,26607264166.200000762939453,4,2875.7399902
637,4022,4023.000000000000000,55.546435000000002,-120.005246999999997,0,Montney Basin,26607264166.200000762939453,4,2674.4699707
638,3399,3400.000000000000000,55.546548000000001,-120.074852000000007,0,Montney Basin,26607264166.200000762939453,4,2755.4499512
639,3400,3401.000000000000000,55.546548000000001,-120.074852000000007,0,Montney Basin,26607264166.200000762939453,4,2755.4499512
640,3393,3394.000000000000000,55.547058000000000,-120.185683999999995,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
641,6127,6128.000000000000000,55.547614000000003,-120.124639000000002,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
642,3371,3372.000000000000000,55.547745999999997,-120.135340999999997,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
643,4024,4025.000000000000000,55.548291999999996,-120.129131000000001,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
644,4047,4048.000000000000000,55.548611999999999,-120.053832999999997,0,Montney Basin,26607264166.200000762939453,4,2697.6298828
645,4054,4055.000000000000000,55.548740000000002,-120.191175000000001,0,Montney Basin,26607264166.200000762939453,4,2791.5700684
646,5457,5458.000000000000000,55.548972999999997,-120.122532000000007,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
647,3425,3426.000000000000000,55.549070999999998,-120.123514999999998,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
648,4071,4072.000000000000000,55.549075000000002,-120.216735000000000,0,Montney Basin,26607264166.200000762939453,4,2867.2199707
649,6361,6362.000000000000000,55.549610000000001,-120.123790999999997,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
650,4064,4065.000000000000000,55.549872000000001,-120.701922999999994,0,Montney Basin,26607264166.200000762939453,4,2760.9799805
651,2759,2760.000000000000000,55.550319000000002,-120.009319000000005,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
652,2138,2139.000000000000000,55.550449999999998,-120.127849999999995,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
653,2137,2138.000000000000000,55.551242999999999,-120.006052999999994,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
654,2766,2767.000000000000000,55.551492000000003,-120.660336000000001,0,Montney Basin,26607264166.200000762939453,4,2783.8100586
655,2157,2158.000000000000000,55.551617999999998,-120.941511000000006,0,Montney Basin,26607264166.200000762939453,4,2776.4299316
656,2775,2776.000000000000000,55.551994999999998,-120.187093000000004,0,Montney Basin,26607264166.200000762939453,4,2791.5700684
657,2155,2156.000000000000000,55.552021000000003,-120.190859000000003,0,Montney Basin,26607264166.200000762939453,4,2791.5700684
658,2144,2145.000000000000000,55.552193000000003,-120.156189999999995,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
659,5161,5162.000000000000000,55.552542000000003,-120.004166999999995,0,Montney Basin,26607264166.200000762939453,4,2664.1000977
660,5627,5628.000000000000000,55.554412999999997,-120.178409000000002,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
661,4102,4103.000000000000000,55.554439000000002,-120.155582999999993,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
662,4121,4122.000000000000000,55.555334000000002,-120.191102000000001,0,Montney Basin,26607264166.200000762939453,4,2791.5700684
663,4153,4154.000000000000000,55.556012000000003,-120.244354999999999,0,Montney Basin,26607264166.200000762939453,4,2985.1298828
664,4088,4089.000000000000000,55.556311000000001,-120.006131999999994,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
665,4091,4092.000000000000000,55.556800000000003,-120.130467999999993,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
666,4100,4101.000000000000000,55.556939000000000,-120.029005999999995,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
667,3475,3476.000000000000000,55.556964999999998,-120.099738000000002,0,Montney Basin,26607264166.200000762939453,4,2717.5000000
668,4152,4153.000000000000000,55.556978000000001,-120.115594000000002,0,Montney Basin,26607264166.200000762939453,4,2717.5000000
669,3455,3456.000000000000000,55.557122999999997,-120.187663999999998,0,Montney Basin,26607264166.200000762939453,4,2791.5700684
670,6186,6187.000000000000000,55.557124000000002,-120.004114999999999,0,Montney Basin,26607264166.200000762939453,4,2664.1000977
671,5465,5466.000000000000000,55.557203000000001,-120.187083999999999,0,Montney Basin,26607264166.200000762939453,4,2791.5700684
672,4114,4115.000000000000000,55.557364999999997,-120.181145000000001,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
673,5622,5623.000000000000000,55.557395000000000,-120.005702999999997,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
674,4133,4134.000000000000000,55.557687000000001,-120.216261000000003,0,Montney Basin,26607264166.200000762939453,4,2867.2199707
675,3442,3443.000000000000000,55.557951000000003,-120.147943999999995,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
676,3441,3442.000000000000000,55.558075000000002,-120.149383000000000,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
677,2864,2865.000000000000000,55.558391000000000,-120.087108000000001,0,Montney Basin,26607264166.200000762939453,4,2705.5800781
678,2892,2893.000000000000000,55.558928999999999,-120.245251999999994,0,Montney Basin,26607264166.200000762939453,4,2985.1298828
679,2201,2202.000000000000000,55.559260999999999,-120.169460000000001,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
680,2843,2844.000000000000000,55.559325000000001,-120.185394000000002,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
681,2185,2186.000000000000000,55.559342000000001,-120.143637999999996,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
682,2808,2809.000000000000000,55.559372000000003,-120.135893999999993,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
683,2840,2841.000000000000000,55.559375000000003,-120.060126999999994,0,Montney Basin,26607264166.200000762939453,4,2697.6298828
684,2195,2196.000000000000000,55.559493000000003,-120.152266999999995,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
685,2828,2829.000000000000000,55.559514000000000,-120.161393000000004,0,Montney Basin,26607264166.200000762939453,4,2772.1298828
686,2206,2207.000000000000000,55.559530000000002,-120.177334999999999,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
687,5329,5330.000000000000000,55.559579999999997,-120.109352999999999,0,Montney Basin,26607264166.200000762939453,4,2717.5000000
688,2885,2886.000000000000000,55.560645999999998,-120.112583000000001,0,Montney Basin,26607264166.200000762939453,4,2717.5000000
689,2225,2226.000000000000000,55.560802000000002,-120.957509999999999,0,Montney Basin,26607264166.200000762939453,4,2776.4299316
690,2226,2227.000000000000000,55.560802000000002,-120.957509999999999,0,Montney Basin,26607264166.200000762939453,4,2776.4299316
691,2827,2828.000000000000000,55.560879000000000,-120.533045000000001,0,Montney Basin,26607264166.200000762939453,4,2942.5900879
692,2826,2827.000000000000000,55.560972999999997,-120.035371999999995,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
693,2180,2181.000000000000000,55.561362000000003,-120.004118000000005,0,Montney Basin,26607264166.200000762939453,4,2664.1000977
694,6350,6351.000000000000000,55.561611999999997,-120.049826999999993,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
695,2220,2221.000000000000000,55.561847999999998,-120.568139000000002,0,Montney Basin,26607264166.200000762939453,4,2925.7600098
696,2844,2845.000000000000000,55.562061999999997,-120.809590999999998,0,Montney Basin,26607264166.200000762939453,4,2723.0600586
697,2834,2835.000000000000000,55.562372000000003,-120.051219000000003,0,Montney Basin,26607264166.200000762939453,4,2697.6298828
698,5326,5327.000000000000000,55.562395000000002,-120.098541999999995,0,Montney Basin,26607264166.200000762939453,4,2717.5000000
699,2878,2879.000000000000000,55.562443000000002,-120.097297999999995,0,Montney Basin,26607264166.200000762939453,4,2717.5000000
700,4175,4176.000000000000000,55.562483000000000,-120.026843999999997,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
701,5480,5481.000000000000000,55.562612000000001,-120.086983000000004,0,Montney Basin,26607264166.200000762939453,4,2705.5800781
702,5481,5482.000000000000000,55.562612000000001,-120.086983000000004,0,Montney Basin,26607264166.200000762939453,4,2705.5800781
703,3484,3485.000000000000000,55.562919000000001,-120.008362000000005,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
704,3497,3498.000000000000000,55.562939000000000,-120.051236000000003,0,Montney Basin,26607264166.200000762939453,4,2697.6298828
705,4214,4215.000000000000000,55.564042999999998,-120.119435999999993,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
706,6449,6450.000000000000000,55.564324999999997,-120.051047999999994,0,Montney Basin,26607264166.200000762939453,4,2697.6298828
707,3542,3543.000000000000000,55.564874000000003,-120.249250000000004,0,Montney Basin,26607264166.200000762939453,4,2985.1298828
708,4164,4165.000000000000000,55.565803000000002,-120.015517000000003,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
709,4177,4178.000000000000000,55.565930999999999,-120.278118000000006,0,Montney Basin,26607264166.200000762939453,4,2944.5100098
710,6134,6135.000000000000000,55.566163000000003,-120.047225999999995,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
711,5476,5477.000000000000000,55.566256000000003,-120.046098000000001,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
712,6362,6363.000000000000000,55.566457000000000,-120.049284999999998,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
713,3520,3521.000000000000000,55.566617000000001,-120.087001000000001,0,Montney Basin,26607264166.200000762939453,4,2705.5800781
714,2272,2273.000000000000000,55.566800999999998,-120.179714000000004,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
715,5184,5185.000000000000000,55.567020999999997,-120.004141000000004,0,Montney Basin,26607264166.200000762939453,4,2664.1000977
716,2261,2262.000000000000000,55.567151000000003,-120.265512000000001,0,Montney Basin,26607264166.200000762939453,4,2946.6599121
717,2910,2911.000000000000000,55.567585999999999,-120.050168999999997,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
718,2254,2255.000000000000000,55.567898000000000,-120.005459000000002,0,Montney Basin,26607264166.200000762939453,4,2691.6499023
719,2945,2946.000000000000000,55.568157999999997,-120.248906000000005,0,Montney Basin,26607264166.200000762939453,4,2985.1298828
720,5338,5339.000000000000000,55.568187999999999,-120.174930000000003,0,Montney Basin,26607264166.200000762939453,4,2789.0100098
721,2294,2295.000000000000000,55.568641000000000,-120.241562999999999,0,Montney Basin,26607264166.200000762939453,4,2985.1298828
722,5337,5338.000000000000000,55.568708999999998,-120.046701999999996,0,Montney Basin,26607264166.200000762939453,4,2688.1398926
723,2938,2939.000000000000000,55.568955000000003,-120.233203000000003,0,Montney Basin,26607264166.200000762939453,4,2985.1298828
724,2942,2943.000000000000000,55.569606999999998,-120.122743999999997,0,Montney Basin,26607264166.200000762939453,4,2744.0000000
725,3570,3571.000000000000000,55.569785000000003,-120.170756999999995,0,Montney Basin,26607264166.200000762939453,4,2750.9799805
726,6090,6091.000000000000000,55.569879999999998,-120.123667999999995,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
727,2896,2897.000000000000000,55.569974000000002,-120.012067999999999,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
728,3598,3599.000000000000000,55.570822000000000,-120.087002999999996,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
729,2923,2924.000000000000000,55.570901999999997,-120.086972000000003,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
730,4263,4264.000000000000000,55.571019000000000,-120.081861000000004,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
731,3561,3562.000000000000000,55.571573999999998,-120.160206000000002,0,Montney Basin,26607264166.200000762939453,4,2734.8701172
732,4274,4275.000000000000000,55.571632000000001,-120.231376999999995,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
733,5657,5658.000000000000000,55.571756999999998,-120.120159000000001,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
734,4249,4250.000000000000000,55.572892000000003,-120.555105999999995,0,Montney Basin,26607264166.200000762939453,4,2913.7399902
735,4256,4257.000000000000000,55.573503000000002,-120.067115000000001,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
736,4219,4220.000000000000000,55.573571999999999,-120.007282000000004,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
737,5650,5651.000000000000000,55.573788000000000,-120.053557999999995,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
738,4277,4278.000000000000000,55.573847999999998,-120.117391999999995,0,Montney Basin,26607264166.200000762939453,4,2712.3601074
739,5494,5495.000000000000000,55.573867999999997,-120.086068999999995,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
740,5652,5653.000000000000000,55.573867999999997,-120.077060000000003,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
741,4242,4243.000000000000000,55.573891000000003,-120.289783000000000,0,Montney Basin,26607264166.200000762939453,4,2933.3000488
742,4248,4249.000000000000000,55.574033999999997,-120.054259999999999,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
743,4251,4252.000000000000000,55.574216999999997,-120.818381000000002,0,Montney Basin,26607264166.200000762939453,4,2725.3601074
744,4268,4269.000000000000000,55.574365000000000,-120.091014999999999,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
745,3572,3573.000000000000000,55.574396999999998,-120.923124000000001,0,Montney Basin,26607264166.200000762939453,4,2765.7600098
746,6042,6043.000000000000000,55.575155000000002,-120.004170000000002,0,Montney Basin,26607264166.200000762939453,4,2635.6999512
747,6093,6094.000000000000000,55.575290000000003,-120.161522000000005,0,Montney Basin,26607264166.200000762939453,4,2734.8701172
748,5346,5347.000000000000000,55.575338000000002,-120.160674999999998,0,Montney Basin,26607264166.200000762939453,4,2734.8701172
749,3022,3023.000000000000000,55.575544000000001,-120.122900000000001,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
750,3003,3004.000000000000000,55.575679999999998,-120.084969999999998,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
751,5196,5197.000000000000000,55.575961000000000,-120.128856999999996,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
752,6333,6334.000000000000000,55.575997000000001,-120.004265000000004,0,Montney Basin,26607264166.200000762939453,4,2635.6999512
753,2981,2982.000000000000000,55.576132000000001,-120.061381999999995,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
754,2990,2991.000000000000000,55.576183999999998,-120.075783000000001,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
755,5209,5210.000000000000000,55.576185000000002,-120.068869000000007,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
756,2955,2956.000000000000000,55.576296999999997,-120.013030999999998,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
757,2993,2994.000000000000000,55.576382000000002,-120.195663999999994,0,Montney Basin,26607264166.200000762939453,4,2769.4199219
758,2300,2301.000000000000000,55.576836999999998,-120.129339000000002,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
759,2367,2368.000000000000000,55.576872000000002,-120.228150999999997,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
760,2319,2320.000000000000000,55.577021000000002,-120.156870999999995,0,Montney Basin,26607264166.200000762939453,4,2734.8701172
761,2373,2374.000000000000000,55.577159999999999,-120.117772000000002,0,Montney Basin,26607264166.200000762939453,4,2712.3601074
762,2341,2342.000000000000000,55.577325000000002,-120.069530000000000,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
763,2355,2356.000000000000000,55.577533000000003,-120.079605000000001,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
764,5213,5214.000000000000000,55.577651000000003,-120.229990999999998,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
765,2328,2329.000000000000000,55.577950999999999,-120.043046000000004,0,Montney Basin,26607264166.200000762939453,4,2629.1000977
766,6049,6050.000000000000000,55.577958000000002,-120.227626000000001,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
767,3011,3012.000000000000000,55.578249000000000,-120.975759999999994,0,Montney Basin,26607264166.200000762939453,4,2778.5300293
768,5350,5351.000000000000000,55.578315000000003,-120.796122999999994,0,Montney Basin,26607264166.200000762939453,4,2718.9099121
769,5195,5196.000000000000000,55.578392999999998,-120.005840000000006,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
770,2972,2973.000000000000000,55.578408000000003,-120.160968999999994,0,Montney Basin,26607264166.200000762939453,4,2734.8701172
771,3010,3011.000000000000000,55.578612999999997,-120.224481999999995,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
772,5359,5360.000000000000000,55.578659000000002,-120.125214000000000,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
773,2299,2300.000000000000000,55.578982000000003,-120.005465999999998,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
774,3636,3637.000000000000000,55.579206999999997,-120.258257000000000,0,Montney Basin,26607264166.200000762939453,4,2913.9299316
775,4316,4317.000000000000000,55.579363999999998,-120.179575000000000,0,Montney Basin,26607264166.200000762939453,4,2750.9799805
776,5662,5663.000000000000000,55.579400000000000,-120.004278999999997,0,Montney Basin,26607264166.200000762939453,4,2635.6999512
777,5670,5671.000000000000000,55.580055999999999,-120.180886999999998,0,Montney Basin,26607264166.200000762939453,4,2750.9799805
778,4342,4343.000000000000000,55.580132999999996,-120.116844999999998,0,Montney Basin,26607264166.200000762939453,4,2712.3601074
779,5510,5511.000000000000000,55.580388999999997,-120.224072000000007,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
780,3669,3670.000000000000000,55.580576999999998,-120.221772999999999,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
781,3678,3679.000000000000000,55.581060999999998,-120.122951999999998,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
782,3673,3674.000000000000000,55.582296999999997,-120.113456999999997,0,Montney Basin,26607264166.200000762939453,4,2712.3601074
783,4304,4305.000000000000000,55.582574999999999,-120.043043999999995,0,Montney Basin,26607264166.200000762939453,4,2629.1000977
784,4285,4286.000000000000000,55.582622999999998,-120.005922999999996,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
785,4336,4337.000000000000000,55.582850999999998,-120.218731000000005,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
786,3656,3657.000000000000000,55.582960000000000,-120.196648999999994,0,Montney Basin,26607264166.200000762939453,4,2769.4199219
787,5673,5674.000000000000000,55.583044000000001,-120.219078999999994,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
788,2430,2431.000000000000000,55.583452999999999,-120.121319999999997,0,Montney Basin,26607264166.200000762939453,4,2728.2700195
789,1776,1777.000000000000000,55.583762000000000,-120.005825000000002,0,Montney Basin,26607264166.200000762939453,4,2635.6000977
790,5230,5231.000000000000000,55.583857999999999,-120.213527999999997,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
791,5229,5230.000000000000000,55.584170999999998,-120.071038999999999,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
792,5228,5229.000000000000000,55.584283999999997,-120.946644000000006,0,Montney Basin,26607264166.200000762939453,4,2775.4299316
793,5078,5079.000000000000000,55.584294999999997,-120.004142000000002,0,Montney Basin,26607264166.200000762939453,4,2635.6999512
794,1808,1809.000000000000000,55.584446000000000,-120.214907999999994,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
795,6055,6056.000000000000000,55.584881000000003,-120.071397000000005,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
796,2417,2418.000000000000000,55.585199000000003,-120.083937000000006,0,Montney Basin,26607264166.200000762939453,4,2692.1699219
797,6319,6320.000000000000000,55.585405000000002,-120.068607999999998,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
798,6337,6338.000000000000000,55.585600999999997,-120.072130999999999,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
799,2411,2412.000000000000000,55.586036999999997,-120.072151000000005,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
800,2416,2417.000000000000000,55.586433000000000,-120.211993000000007,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
801,1790,1791.000000000000000,55.586503999999998,-120.043054999999995,0,Montney Basin,26607264166.200000762939453,4,2629.1000977
802,1819,1820.000000000000000,55.586671000000003,-120.113951999999998,0,Montney Basin,26607264166.200000762939453,4,2712.3601074
803,5227,5228.000000000000000,55.586823000000003,-120.175297000000000,0,Montney Basin,26607264166.200000762939453,4,2750.9799805
804,1784,1785.000000000000000,55.586891999999999,-120.276633000000004,0,Montney Basin,26607264166.200000762939453,4,2913.9299316
805,3808,3809.000000000000000,55.586894999999998,-120.212522000000007,0,Montney Basin,26607264166.200000762939453,4,2815.7099609
806,2400,2401.000000000000000,55.587012999999999,-120.176043000000007,0,Montney Basin,26607264166.200000762939453,4,2750.9799805
807,2390,2391.000000000000000,55.587029999999999,-120.272540000000006,0,Montney Basin,26607264166.200000762939453,4,2913.9299316
808,5084,5085.000000000000000,55.587389999999999,-120.068601000000001,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
809,5538,5539.000000000000000,55.587626000000000,-120.068858000000006,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
810,3090,3091.000000000000000,55.588557000000002,-120.995745999999997,0,Montney Basin,26607264166.200000762939453,4,2785.7299805
811,3074,3075.000000000000000,55.588779000000002,-120.072770000000006,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
812,6158,6159.000000000000000,55.589159000000002,-120.066220999999999,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
813,3059,3060.000000000000000,55.589160999999997,-120.173277999999996,0,Montney Basin,26607264166.200000762939453,4,2750.9799805
814,6156,6157.000000000000000,55.589542000000002,-120.056569999999994,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
815,3732,3733.000000000000000,55.589874999999999,-120.068511999999998,0,Montney Basin,26607264166.200000762939453,4,2674.4099121
