FID,FID_Fish4,Id,POINT_X,POINT_Y,FID_Unconv,NAME,SHAPEAREA,OBJECTID
60,1281,0,-120.264250957000002,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
61,1282,0,-120.241793075000004,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
62,1283,0,-120.219335193000006,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
63,1284,0,-120.196877310999994,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
64,1285,0,-120.174419428999997,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
65,1286,0,-120.151961546999999,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
66,1287,0,-120.129503665000001,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
67,1288,0,-120.107045782000000,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
68,1289,0,-120.084587900000002,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
69,1290,0,-120.062130018000005,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
70,1291,0,-120.039672135999993,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
71,1292,0,-120.017214253999995,55.033766603200000,0,Montney Basin,26607264166.200000762939453,4
72,1438,0,-120.421456132000003,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
73,1439,0,-120.398998250000005,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
74,1440,0,-120.376540367999993,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
75,1441,0,-120.354082485999996,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
76,1442,0,-120.331624603999998,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
77,1443,0,-120.309166720999997,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
78,1444,0,-120.286708838999999,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
79,1445,0,-120.264250957000002,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
80,1446,0,-120.241793075000004,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
81,1447,0,-120.219335193000006,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
82,1448,0,-120.196877310999994,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
83,1449,0,-120.174419428999997,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
84,1450,0,-120.151961546999999,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
85,1451,0,-120.129503665000001,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
86,1452,0,-120.107045782000000,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
87,1453,0,-120.084587900000002,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
88,1454,0,-120.062130018000005,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
89,1455,0,-120.039672135999993,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
90,1456,0,-120.017214253999995,55.046635004300001,0,Montney Basin,26607264166.200000762939453,4
91,1600,0,-120.466371895999998,55.059499271999996,0,Montney Basin,26607264166.200000762939453,4
92,1601,0,-120.443914014000001,55.059499271999996,0,Montney Basin,26607264166.200000762939453,4
93,1602,0,-120.421456132000003,55.059499271999996,0,Montney Basin,26607264166.200000762939453,4
94,1603,0,-120.398998250000005,55.059499271999996,0,Montney Basin,26607264166.200000762939453,4
95,1604,0,-120.376540367999993,55.059499271999996,0,Montney Basin,26607264166.200000762939453,4
96,1605,0,-120.354082485999996,55.059499271999996,0,Montney Basin,26607264166.200000762939453,4
