FID,FID_Fish4,Id,POINT_X,POINT_Y,FID_Unconv,NAME,SHAPEAREA,OBJECTID,NEAR_FID,NEAR_DIST,NEAR_ANGLE,NEAR_FC,RASTERVALU
1377,6981,0,-121.162566240999993,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,12,0.132812723400000,151.231860645000012,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8910300
1378,6982,0,-121.140108358999996,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,3,0.145355133718000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8903000
1379,6983,0,-121.117650476999998,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,3,0.149156821404000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8902460
1380,6984,0,-121.095192595000000,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,3,0.152958509090000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8901960
1381,6985,0,-121.072734713000003,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,3,0.156760196776000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8901530
1382,6986,0,-121.050276831000005,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,3,0.160865778189000,102.095137030000004,"Structural Low - Davies 1997, 2018",0.8901170
1383,6987,0,-121.027818948999993,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.154314987510000,29.674844411500001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8900900
1384,6988,0,-121.005361066999996,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.134957099761000,32.417768299599999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8890690
1385,6989,0,-120.982903183999994,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.116368115055000,36.072042507100001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8890830
1386,6990,0,-120.960445301999997,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.099102073663900,43.739919856199997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8907970
1387,6991,0,-120.937987419999999,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.083911704427600,49.696928229000001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8937730
1388,6992,0,-120.915529538000001,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.071458233874600,63.442303839099999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8939210
1389,6993,0,-120.893071656000004,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.064619090833600,81.554058903900000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8952980
1390,6994,0,-120.870613774000006,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.065220300129300,101.467762922999995,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8955000
1391,6995,0,-120.848155891999994,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.073078458760700,118.996071626000003,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8988820
1392,6996,0,-120.825698009999996,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,8,0.086231941053400,132.163120085999992,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8999430
1393,6997,0,-120.803240127999999,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.094778146510400,42.407498075500001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9014520
1394,6998,0,-120.780782246000001,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.079649234398800,53.369235363700000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9023600
1395,6999,0,-120.758324363000000,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.068657242602400,68.587570974900004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026350
1396,7000,0,-120.735866481000002,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.063971449259300,87.664029104400001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026290
1397,7001,0,-120.713408599000005,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.064908096270500,92.892114193699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026370
1398,7002,0,-120.690950717000007,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.065992736182900,92.682056954800004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026470
1399,7003,0,-120.668492834999995,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.066983194899600,92.405573717899998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1400,7004,0,-120.646034952999997,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.067894369867100,92.246958611200000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1401,7005,0,-120.623577071000000,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,125,0.066539583747300,-83.839093162500006,Faults - BCOGC Pool boundary faults,0.9027430
1402,7006,0,-120.601119189000002,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,125,0.067905264145200,-103.035875239999996,Faults - BCOGC Pool boundary faults,0.9026630
1403,7007,0,-120.578661307000004,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.070263073884900,91.853501877599996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9029140
1404,7008,0,-120.556203425000007,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.070969061271400,91.761785177500002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9030130
1405,7009,0,-120.533745542000005,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.071652550475100,91.726258597699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9029640
1406,7010,0,-120.511287659999994,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.072064111039300,89.954634095800003,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9031610
1407,7011,0,-120.488829777999996,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.071870681408300,89.017920477800004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9139600
1408,7012,0,-120.466371895999998,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.071345009698800,88.406830635600002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9169660
1409,7013,0,-120.443914014000001,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.070730698158200,88.527303756999999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9400500
1410,7014,0,-120.421456132000003,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.070258733508900,89.070657668099997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9663150
1411,7015,0,-120.398998250000005,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.070132258213900,90.038725053700006,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9857660
1412,7016,0,-120.376540367999993,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.070930521023200,94.579267788199999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0031900
1413,7017,0,-120.354082485999996,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.073622521919900,97.866520652399998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0082700
1414,7018,0,-120.331624603999998,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.075744351404000,88.495564825200006,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0147500
1415,7019,0,-120.309166720999997,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.075097128330200,88.182693247600000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0298001
1416,7020,0,-120.286708838999999,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.074309435874200,87.749441393699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0580400
1417,7021,0,-120.264250957000002,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.073385421669400,87.484189449100001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0654600
1418,7022,0,-120.241793075000004,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.072343975449500,87.237485076100000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0688300
1419,7023,0,-120.219335193000006,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.071189987877600,86.901701038799999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0899800
1420,7024,0,-120.196877310999994,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.069936956403900,86.700412866600004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.1119699
1421,7025,0,-120.174419428999997,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.068595821568600,86.454886596099996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.1541200
1422,7026,0,-120.151961546999999,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.067208881640300,86.441339102100002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.1899199
1423,7027,0,-120.129503665000001,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.065794340692200,86.281758464800006,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.2697500
1424,7028,0,-120.107045782000000,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.064275328167500,85.975344397499995,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.3106000
1425,7029,0,-120.084587900000002,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.065690364246300,103.338562194000005,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.3633600
1426,7030,0,-120.062130018000005,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,13,0.074163887080700,120.474842326000001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.4164100
1427,7031,0,-120.039672135999993,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,10,0.083734435753700,57.211174551399999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.4400400
1428,7032,0,-120.017214253999995,55.481705716199997,0,Montney Basin,26607264166.200000762939453,4,10,0.074020715364500,71.988310492899998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.4444700
1429,7141,0,-121.252397770000002,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,12,0.057687091601500,117.446014026000000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8907410
1430,7142,0,-121.229939888000004,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,12,0.070897173528100,133.772682194999987,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8915510
1431,7143,0,-121.207482006000006,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,12,0.087941633076700,144.398953508000005,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8914530
1432,7144,0,-121.185024123000005,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,12,0.107003576479000,151.416825104999987,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8911510
1433,7145,0,-121.162566240999993,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,12,0.127179058289000,156.263187272000010,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8910440
1434,7146,0,-121.140108358999996,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,3,0.132814631669000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8903050
1435,7147,0,-121.117650476999998,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,3,0.136616319356000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8902460
1436,7148,0,-121.095192595000000,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,3,0.140418007042000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8901910
1437,7149,0,-121.072734713000003,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,3,0.144219694728000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8901430
1438,7150,0,-121.050276831000005,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,3,0.148424102511000,102.095137030000004,"Structural Low - Davies 1997, 2018",0.8901050
1439,7151,0,-121.027818948999993,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.148342355496000,25.870975943600001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8900760
1440,7152,0,-121.005361066999996,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.128503048480000,29.674844411500001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8890660
1441,7153,0,-120.982903183999994,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.109185467534000,33.099014869299999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8890820
1442,7154,0,-120.960445301999997,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.090771499949600,37.927246246099998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8907790
1443,7155,0,-120.937987419999999,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.074349585243300,48.618686234000002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8937460
1444,7156,0,-120.915529538000001,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.060340883705900,58.175637269699997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8939060
1445,7157,0,-120.893071656000004,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.052066498545000,79.497044250700000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8940730
1446,7158,0,-120.870613774000006,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.052810803057000,104.213424622000005,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8955010
1447,7159,0,-120.848155891999994,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.062255558028300,124.682027372999997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8972190
1448,7160,0,-120.825698009999996,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,8,0.077273805577400,138.508931256000011,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8998990
1449,7161,0,-120.803240127999999,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.086707499251900,36.187071292699997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9014370
1450,7162,0,-120.780782246000001,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.069851942785400,47.129657686300000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9023550
1451,7163,0,-120.758324363000000,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.057000967819400,63.913048582000002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026320
1452,7164,0,-120.735866481000002,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.051260508102400,87.084333514999997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026270
1453,7165,0,-120.713408599000005,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.052200164350300,92.892114193699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026360
1454,7166,0,-120.690950717000007,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.053282535967600,92.682056954800004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026460
1455,7167,0,-120.668492834999995,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.054270269509300,92.405573717899998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1456,7168,0,-120.646034952999997,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.055180014702200,92.246958611200000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1457,7169,0,-120.623577071000000,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.056021667472000,92.047552946699994,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1458,7170,0,-120.601119189000002,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.056805655756200,91.940272042700002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1459,7171,0,-120.578661307000004,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.057545592718300,91.853501877599996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9029090
1460,7172,0,-120.556203425000007,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.058250937606100,91.761785177500002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9030070
1461,7173,0,-120.533745542000005,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.058934186693600,91.726258597699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9029620
1462,7174,0,-120.511287659999994,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.059339976512400,89.954634095700001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9031640
1463,7175,0,-120.488829777999996,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.059148412006900,89.017920477800004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9033830
1464,7176,0,-120.466371895999998,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.058625789868600,88.406830635600002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9145830
1465,7177,0,-120.443914014000001,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.058010762605900,88.527303756999999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9355110
1466,7178,0,-120.421456132000003,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.057536268760600,89.070657668099997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9559940
1467,7179,0,-120.398998250000005,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.057408122604700,90.038725053700006,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9815940
1468,7180,0,-120.376540367999993,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.058255858216200,95.578449277399997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9964310
1469,7181,0,-120.354082485999996,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.061017826538400,97.851258946300007,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0012400
1470,7182,0,-120.331624603999998,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.063024598954300,88.495564825200006,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0066299
1471,7183,0,-120.309166720999997,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.062379389714900,88.182693247600000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0206600
1472,7184,0,-120.286708838999999,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.061595112079300,87.749441393699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0407701
1473,7185,0,-120.264250957000002,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.060673547353700,87.484189449100001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0483700
1474,7186,0,-120.241793075000004,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.059634623872300,87.237485076100000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0547900
1475,7187,0,-120.219335193000006,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.058484448548200,86.901701038799999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.0838799
1476,7188,0,-120.196877310999994,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.057233911565900,86.700412866600004,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.1014800
1477,7189,0,-120.174419428999997,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.055896008412900,86.516999054099998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.1443200
1478,7190,0,-120.151961546999999,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.054508984033800,86.466135266400002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.1785300
1479,7191,0,-120.129503665000001,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.053096986205400,86.281758464800006,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.2694100
1480,7192,0,-120.107045782000000,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.051582568138600,85.975344397499995,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.3290000
1481,7193,0,-120.084587900000002,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.053390236236900,106.490405541000001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.3592800
1482,7194,0,-120.062130018000005,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,13,0.063526179780800,126.305170829999994,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.4104100
1483,7195,0,-120.039672135999993,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,10,0.073361934148700,51.821595285800001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.4446501
1484,7196,0,-120.017214253999995,55.494429854800003,0,Montney Basin,26607264166.200000762939453,4,10,0.062045015546200,68.352589208099999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",1.4453000
1485,7305,0,-121.252397770000002,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,12,0.046767697156700,124.647589080000003,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8907830
1486,7306,0,-121.229939888000004,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,12,0.062336395261300,141.887934449999989,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8915880
1487,7307,0,-121.207482006000006,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,12,0.081198200645700,151.716818839000013,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8914840
1488,7308,0,-121.185024123000005,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,12,0.101534143711000,157.732708900999995,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8911760
1489,7309,0,-121.162566240999993,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.117589171936000,91.857727358700004,"Structural Low - Davies 1997, 2018",0.8910600
1490,7310,0,-121.140108358999996,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.120278179627000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8903110
1491,7311,0,-121.117650476999998,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.124079867313000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8902460
1492,7312,0,-121.095192595000000,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.127881555000000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8901850
1493,7313,0,-121.072734713000003,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.131683242686000,99.746004436400000,"Structural Low - Davies 1997, 2018",0.8901330
1494,7314,0,-121.050276831000005,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.135986444923000,102.095137030000004,"Structural Low - Davies 1997, 2018",0.8900910
1495,7315,0,-121.027818948999993,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,3,0.140692170117000,102.095137030000004,"Structural Low - Davies 1997, 2018",0.8900600
1496,7316,0,-121.005361066999996,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.122595939525000,25.101777695399999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8890640
1497,7317,0,-120.982903183999994,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.102693143877000,29.674844411599999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8890800
1498,7318,0,-120.960445301999997,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.083440852827400,34.059622797499998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8899270
1499,7319,0,-120.937987419999999,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.065347276399100,41.235029257999997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8937160
1500,7320,0,-120.915529538000001,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.049985157058900,50.463875027599997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8938890
1501,7321,0,-120.893071656000004,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.039627480751000,76.142632968599997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8940700
1502,7322,0,-120.870613774000006,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.040600466493200,108.625282757999997,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8955020
1503,7323,0,-120.848155891999994,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.052298866769300,132.637086982000000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8963790
1504,7324,0,-120.825698009999996,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,8,0.069502935106000,146.388335743999988,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.8995130
1505,7325,0,-120.803240127999999,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.079859923531600,28.801072440500000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9013250
1506,7326,0,-120.780782246000001,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.061144998739400,38.993160013299999,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9023970
1507,7327,0,-120.758324363000000,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.045918703077300,56.916373341499998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026300
1508,7328,0,-120.735866481000002,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.038562373511800,86.122953436499998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026710
1509,7329,0,-120.713408599000005,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.039496336508100,92.892114193699996,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026340
1510,7330,0,-120.690950717000007,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.040575994375000,92.584751328300001,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9026440
1511,7331,0,-120.668492834999995,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.041561449809600,92.405573717899998,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1512,7332,0,-120.646034952999997,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.042469765689500,92.246958611200000,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1513,7333,0,-120.623577071000000,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.043309759780800,92.047552946699994,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
1514,7334,0,-120.601119189000002,55.507149884000000,0,Montney Basin,26607264166.200000762939453,4,13,0.044092919391200,91.940272042700002,"Faults - Davies 2018 after Berger 2009, from Enlighten Geosci",0.9027430
