FID,FID_BCHFWe,Well_ID,LATITUDE,LONGITUDE,FID_Unconv,NAME,SHAPEAREA,OBJECTID,NEAR_FID,NEAR_DIST,NEAR_ANGLE,NEAR_FC
0,4348,4349.000000000000000,54.998463000000001,-120.118317000000005,0,Montney Basin,26607264166.200000762939453,4,0,0.243035669988000,-119.274028281000000,CTB
1,4349,4350.000000000000000,54.998463000000001,-120.118317000000005,0,Montney Basin,26607264166.200000762939453,4,0,0.243035669988000,-119.274028281000000,CTB
2,4350,4351.000000000000000,54.998463000000001,-120.118317000000005,0,Montney Basin,26607264166.200000762939453,4,0,0.243035669988000,-119.274028281000000,CTB
3,4351,4352.000000000000000,54.998463000000001,-120.118317000000005,0,Montney Basin,26607264166.200000762939453,4,0,0.243035669988000,-119.274028281000000,CTB
4,2615,2616.000000000000000,55.033563999999998,-120.026317000000006,0,Montney Basin,26607264166.200000762939453,4,0,0.318636242493000,-119.248964684000001,CTB
5,4192,4193.000000000000000,55.063518999999999,-120.202057999999994,0,Montney Basin,26607264166.200000762939453,4,0,0.258835165629000,-119.274028281000000,CTB
6,3064,3065.000000000000000,55.090840000000000,-120.061385000000001,0,Montney Basin,26607264166.200000762939453,4,0,0.351454310718000,-119.274028281000000,CTB
7,1876,1877.000000000000000,55.095047000000001,-120.091346999999999,0,Montney Basin,26607264166.200000762939453,4,0,0.340473007548000,-119.274028281000000,CTB
8,2527,2528.000000000000000,55.103242000000002,-120.059843000000001,0,Montney Basin,26607264166.200000762939453,4,0,0.363026482005000,-119.274028281000000,CTB
9,3174,3175.000000000000000,55.107967000000002,-120.049786999999995,0,Montney Basin,26607264166.200000762939453,4,0,0.372065311328000,-119.274028281000000,CTB
10,2588,2589.000000000000000,55.108615999999998,-120.072040000000001,0,Montney Basin,26607264166.200000762939453,4,0,0.361749998273000,-119.274028281000000,CTB
11,1976,1977.000000000000000,55.111761999999999,-120.190917999999996,0,Montney Basin,26607264166.200000762939453,4,0,0.306364417401000,-119.274028281000000,CTB
12,5415,5416.000000000000000,55.112473999999999,-120.062742999999998,0,Montney Basin,26607264166.200000762939453,4,0,0.369661410076000,-119.274028281000000,CTB
13,3286,3287.000000000000000,55.113025000000000,-120.372124999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.218858235625000,-119.274028281000000,CTB
14,3287,3288.000000000000000,55.113025000000000,-120.372124999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.218858235625000,-119.274028281000000,CTB
15,3288,3289.000000000000000,55.113025000000000,-120.372124999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.218858235625000,-119.274028281000000,CTB
16,3289,3290.000000000000000,55.113025000000000,-120.372124999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.218858235625000,-119.274028281000000,CTB
17,3290,3291.000000000000000,55.113025000000000,-120.372124999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.218858235625000,-119.274028281000000,CTB
18,3253,3254.000000000000000,55.113478999999998,-120.063570999999996,0,Montney Basin,26607264166.200000762939453,4,0,0.370133181229000,-119.274028281000000,CTB
19,2652,2653.000000000000000,55.118482000000000,-120.087483000000006,0,Montney Basin,26607264166.200000762939453,4,0,0.362804593660000,-119.274028281000000,CTB
20,5278,5279.000000000000000,55.118763000000001,-120.212030999999996,0,Montney Basin,26607264166.200000762939453,4,0,0.302147342174000,-119.274028281000000,CTB
21,2637,2638.000000000000000,55.120567000000001,-120.184361999999993,0,Montney Basin,26607264166.200000762939453,4,0,0.317250739221000,-119.274028281000000,CTB
22,2651,2652.000000000000000,55.120677000000001,-120.207960999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.305807084673000,-119.274028281000000,CTB
23,3318,3319.000000000000000,55.120896000000002,-120.172990999999996,0,Montney Basin,26607264166.200000762939453,4,0,0.323097995273000,-119.274028281000000,CTB
24,3320,3321.000000000000000,55.122585999999998,-120.050180999999995,0,Montney Basin,26607264166.200000762939453,4,0,0.384624672773000,-119.274028281000000,CTB
25,3330,3331.000000000000000,55.123218000000001,-120.064122999999995,0,Montney Basin,26607264166.200000762939453,4,0,0.378358502555000,-119.274028281000000,CTB
26,3997,3998.000000000000000,55.123274000000002,-120.079437999999996,0,Montney Basin,26607264166.200000762939453,4,0,0.370918513424000,-119.274028281000000,CTB
27,5297,5298.000000000000000,55.125010000000003,-120.070809999999994,0,Montney Basin,26607264166.200000762939453,4,0,0.376651791322000,-119.274028281000000,CTB
28,2089,2090.000000000000000,55.125560000000000,-120.164829999999995,0,Montney Basin,26607264166.200000762939453,4,0,0.331156984290000,-119.274028281000000,CTB
29,2090,2091.000000000000000,55.125560000000000,-120.164829999999995,0,Montney Basin,26607264166.200000762939453,4,0,0.331156984290000,-119.274028281000000,CTB
30,2739,2740.000000000000000,55.126531000000000,-120.100773000000004,0,Montney Basin,26607264166.200000762939453,4,0,0.363326627681000,-119.274028281000000,CTB
31,2720,2721.000000000000000,55.126635999999998,-120.074044000000001,0,Montney Basin,26607264166.200000762939453,4,0,0.376488752234000,-119.274028281000000,CTB
32,3397,3398.000000000000000,55.130527000000001,-120.063868999999997,0,Montney Basin,26607264166.200000762939453,4,0,0.384858280314000,-119.274028281000000,CTB
33,3372,3373.000000000000000,55.130783999999998,-120.135889000000006,0,Montney Basin,26607264166.200000762939453,4,0,0.349865608203000,-119.274028281000000,CTB
