FID,FID_BCHFWe,Well_ID,LATITUDE,LONGITUDE,FID_Unconv,NAME,SHAPEAREA,OBJECTID,NEAR_FID,NEAR_DIST,NEAR_ANGLE,NEAR_FC,RASTERVALU
52,4172,4173.000000000000000,55.146698000000001,-120.265083000000004,0,Montney Basin,26607264166.200000762939453,4,151,0.255367618131000,-88.791846510499994,Faults - BCOGC Pool boundary faults,38.5256004
53,4189,4190.000000000000000,55.146839999999997,-120.192916999999994,0,Montney Basin,26607264166.200000762939453,4,151,0.264037775089000,-104.650643435000006,Faults - BCOGC Pool boundary faults,38.3814011
54,3506,3507.000000000000000,55.149045000000001,-120.058553000000003,0,Montney Basin,26607264166.200000762939453,4,151,0.322830954672000,-122.825922640000002,Faults - BCOGC Pool boundary faults,37.7845001
55,4193,4194.000000000000000,55.149510999999997,-120.078275000000005,0,Montney Basin,26607264166.200000762939453,4,151,0.312984054885000,-119.744324114999998,Faults - BCOGC Pool boundary faults,37.1801987
56,4194,4195.000000000000000,55.149510999999997,-120.078275000000005,0,Montney Basin,26607264166.200000762939453,4,151,0.312984054885000,-119.744324114999998,Faults - BCOGC Pool boundary faults,37.1801987
57,2277,2278.000000000000000,55.152982000000002,-120.068140000000000,0,Montney Basin,26607264166.200000762939453,4,151,0.321104036453000,-121.007313027999999,Faults - BCOGC Pool boundary faults,37.1801987
58,2274,2275.000000000000000,55.153151000000001,-120.054260999999997,0,Montney Basin,26607264166.200000762939453,4,151,0.328610804769000,-123.066669357999999,Faults - BCOGC Pool boundary faults,37.7845001
59,2269,2270.000000000000000,55.153283000000002,-120.044811999999993,0,Montney Basin,26607264166.200000762939453,4,151,0.333969184103000,-124.412968100000001,Faults - BCOGC Pool boundary faults,37.7919006
60,2932,2933.000000000000000,55.153933000000002,-120.096919000000000,0,Montney Basin,26607264166.200000762939453,4,151,0.307814608254000,-118.488658165999993,Faults - BCOGC Pool boundary faults,37.1524010
61,2900,2901.000000000000000,55.154072999999997,-120.133722000000006,0,Montney Basin,26607264166.200000762939453,4,151,0.291331377762000,-115.621049640999999,Faults - BCOGC Pool boundary faults,37.7408981
62,4245,4246.000000000000000,55.154164000000002,-120.044056999999995,0,Montney Basin,26607264166.200000762939453,4,151,0.335122710794000,-124.434333085999995,Faults - BCOGC Pool boundary faults,37.7919006
