X,Y
-120.8706138,55.31591765
-120.8481559,55.31591765
-120.825698,55.31591765
-120.8032401,55.31591765
-120.7807822,55.31591765
-120.7583244,55.31591765
-120.7358665,55.31591765
-120.7134086,55.31591765
-120.6909507,55.31591765
-120.6684928,55.31591765
-120.646035,55.31591765
-120.6235771,55.31591765
-120.6011192,55.31591765
-120.5786613,55.31591765
-120.5562034,55.31591765
-120.5337455,55.31591765
-120.5112877,55.31591765
-120.4888298,55.31591765
-120.4663719,55.31591765
-120.443914,55.31591765
-120.4214561,55.31591765
-120.3989983,55.31591765
-120.3765404,55.31591765
-120.3540825,55.31591765
-120.3316246,55.31591765
-120.3091667,55.31591765
-120.2867088,55.31591765
-120.264251,55.31591765
-120.2417931,55.31591765
-120.2193352,55.31591765
-120.1968773,55.31591765
-120.1744194,55.31591765
-120.1519615,55.31591765
-120.1295037,55.31591765
-120.1070458,55.31591765
-120.0845879,55.31591765
-120.06213,55.31591765
-120.0396721,55.31591765
-120.0172143,55.31591765
-120.9829032,55.32869527
-120.9604453,55.32869527
-120.9379874,55.32869527
-120.9155295,55.32869527
-120.8930717,55.32869527
-120.8706138,55.32869527
-120.8481559,55.32869527
-120.825698,55.32869527
-120.8032401,55.32869527
-120.7807822,55.32869527
-120.7583244,55.32869527
-120.7358665,55.32869527
-120.7134086,55.32869527
-120.6909507,55.32869527
-120.6684928,55.32869527
-120.646035,55.32869527
-120.6235771,55.32869527
-120.6011192,55.32869527
-120.5786613,55.32869527
-120.5562034,55.32869527
-120.5337455,55.32869527
-120.5112877,55.32869527
-120.4888298,55.32869527
-120.4663719,55.32869527
-120.443914,55.32869527
-120.4214561,55.32869527
-120.3989983,55.32869527
-120.3765404,55.32869527
-120.3540825,55.32869527
-120.3316246,55.32869527
-120.3091667,55.32869527
-120.2867088,55.32869527
-120.264251,55.32869527
-120.2417931,55.32869527
-120.2193352,55.32869527
-120.1968773,55.32869527
-120.1744194,55.32869527
-120.1519615,55.32869527
-120.1295037,55.32869527
-120.1070458,55.32869527
-120.0845879,55.32869527
-120.06213,55.32869527
-120.0396721,55.32869527
-120.0172143,55.32869527
-121.0053611,55.34146878
-120.9829032,55.34146878
-120.9604453,55.34146878
-120.9379874,55.34146878
-120.9155295,55.34146878
-120.8930717,55.34146878
-120.8706138,55.34146878
-120.8481559,55.34146878
-120.825698,55.34146878
-120.8032401,55.34146878
-120.7807822,55.34146878
-120.7583244,55.34146878
-120.7358665,55.34146878
-120.7134086,55.34146878
-120.6909507,55.34146878
-120.6684928,55.34146878
-120.646035,55.34146878
-120.6235771,55.34146878
-120.6011192,55.34146878
-120.5786613,55.34146878
-120.5562034,55.34146878
-120.5337455,55.34146878
-120.5112877,55.34146878
-120.4888298,55.34146878
-120.4663719,55.34146878
-120.443914,55.34146878
-120.4214561,55.34146878
-120.3989983,55.34146878
-120.3765404,55.34146878
-120.3540825,55.34146878
-120.3316246,55.34146878
-120.3091667,55.34146878
-120.2867088,55.34146878
-120.264251,55.34146878
-120.2417931,55.34146878
-120.2193352,55.34146878
-120.1968773,55.34146878
-120.1744194,55.34146878
-120.1519615,55.34146878
-120.1295037,55.34146878
-120.1070458,55.34146878
-120.0845879,55.34146878
-120.06213,55.34146878
-120.0396721,55.34146878
-120.0172143,55.34146878
-121.0278189,55.35423817
-121.0053611,55.35423817
-120.9829032,55.35423817
-120.9604453,55.35423817
-120.9379874,55.35423817
-120.9155295,55.35423817
-120.8930717,55.35423817
-120.8706138,55.35423817
-120.8481559,55.35423817
-120.825698,55.35423817
-120.8032401,55.35423817
-120.7807822,55.35423817
-120.7583244,55.35423817
-120.7358665,55.35423817
-120.7134086,55.35423817
-120.6909507,55.35423817
-120.6684928,55.35423817
-120.646035,55.35423817
-120.6235771,55.35423817
-120.6011192,55.35423817
-120.5786613,55.35423817
-120.5562034,55.35423817
-120.5337455,55.35423817
-120.5112877,55.35423817
-120.4888298,55.35423817
-120.4663719,55.35423817
-120.443914,55.35423817
-120.4214561,55.35423817
-120.3989983,55.35423817
-120.3765404,55.35423817
-120.3540825,55.35423817
-120.3316246,55.35423817
-120.3091667,55.35423817
